Order Number|Album Name|Title|Genre|Artist|Year|Description|Image Location|Media Type|Track Number|Download Link
882|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 2 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|2|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang2.mp4
883|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 3 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|3|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang3.mp4
884|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 4 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|4|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang4.mp4
885|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 5 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|5|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang5.mp4
886|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 6 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|6|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang6.mp4
887|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 7 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|7|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang7.mp4
888|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 8 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|8|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang8.mp4
889|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 9 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|9|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang9.mp4
890|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 10 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Video|10|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-KinhKimCang10.mp4
891|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 1 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2001.mp3
892|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 2 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|2|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2002.mp3
893|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 3 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|3|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2003.mp3
894|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 4 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|4|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2004.mp3
895|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 5 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|5|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2005.mp3
896|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 6 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|6|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2006.mp3
897|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 7 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|7|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2007.mp3
898|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 8 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|8|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2008.mp3
899|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 9 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|9|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2009.mp3
900|Kinh Kim Cang Giảng Giải - Thích Phước Tiến|Kinh Kim Cang Giảng Giải - Phần 10 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2012|Kinh Kim Cang nhằm đoạn trừ tất cả chấp trước. Tên đầy đủ của Kinh Kim Cang là Kim Cang Năng Đoạn Bát-nhã Ba-la-mật-đa. Kim cang hay kim cương là kim loại cứng nhất, có thể cắt được tất cả các kim loại khác. Năng đoạn tức là có khả năng đoạn trừ, đoạn trừ mọi chấp trước. Bát-nhã ba-la-mật-đa tức là trí tuệ đưa đến bờ bên kia, trí tuệ giải thoát.|https://lh4.googleusercontent.com/-CEAM6g4mZ44/UmlWaZAFv5I/AAAAAAAAAWQ/pGUy6mDv6-o/s195/phatphapungdung25102013.jpg|Audio|10|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Kinh%20Kim%20Cang%2010.mp3
901|Ý Nghĩa Sống Độc Thân - Thích Phước Tiến|Ý Nghĩa Sống Độc Thân - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2010|Dù người ta vẫn cho rằng cuộc sống độc thân thật là cô đơn, không ổn định và buồn bã, nhưng có không ít người đang chọn lối sống này. Với họ, “một mình” có nghĩa là có thêm tự do, ít áp lực và có nhiều cơ hội để hưởng một cuộc sống đa sắc màu...|https://lh3.googleusercontent.com/-D0dxx9g2so4/UmlVkSI04zI/AAAAAAAAAV4/Y9a2MexdfoM/s195/phatphapungdung25102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-YNghiaSongDocThan.mp4
902|Ý Nghĩa Sống Độc Thân - Thích Phước Tiến|Ý Nghĩa Sống Độc Thân - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2010|Dù người ta vẫn cho rằng cuộc sống độc thân thật là cô đơn, không ổn định và buồn bã, nhưng có không ít người đang chọn lối sống này. Với họ, “một mình” có nghĩa là có thêm tự do, ít áp lực và có nhiều cơ hội để hưởng một cuộc sống đa sắc màu...|https://lh3.googleusercontent.com/-D0dxx9g2so4/UmlVkSI04zI/AAAAAAAAAV4/Y9a2MexdfoM/s195/phatphapungdung25102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Y%20Nghia%20Song%20Doc%20Than.mp3
903|Cũ Và Mới Chỉ Là Tương Đối - Thích Phước Tiến|Cũ Và Mới Chỉ Là Tương Đối - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2009|Vạn vật trên đời này đều mang chung một cái tên “định luật vô thường” vạn vật không đứng yên một chỗ và luôn trong trạng thái biến chuyển kể cả con người. Vậy hãy sống một cuộc sống lành mạnh và có ý nghĩa để tìm an lạc trong tâm hồn. Nếu như vạn vật luôn tồn tại không thay đổi thì cớ chi bao văn nhân thi sĩ đã tốn hằng sa bút mực để thổ lộ những mất mát của họ về tình yêu, về vẻ đẹp diễm kiều mà họ không thể nắm giữ được, để rồi cuối cùng đành xuôi tay theo định luật khắt khe của tạo hóa. Chỉ có một con người tuyệt vời đó là Đức Phật, Ngài đã biết, đã tỏ rõ nó nên Ngài nhẹ nhàng buông xả khi vạn vật bắt đầu có sự sống cho đến khi tàn lụi.|https://lh6.googleusercontent.com/-wBzw9MmsjvU/UmlVzH-APbI/AAAAAAAAAWA/oJ5BheHRArY/s195/phatphapungdung25102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-CuVaMoiChiLaTuongDoi.mp4
904|Cũ Và Mới Chỉ Là Tương Đối - Thích Phước Tiến|Cũ Và Mới Chỉ Là Tương Đối - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2009|Vạn vật trên đời này đều mang chung một cái tên “định luật vô thường” vạn vật không đứng yên một chỗ và luôn trong trạng thái biến chuyển kể cả con người. Vậy hãy sống một cuộc sống lành mạnh và có ý nghĩa để tìm an lạc trong tâm hồn. Nếu như vạn vật luôn tồn tại không thay đổi thì cớ chi bao văn nhân thi sĩ đã tốn hằng sa bút mực để thổ lộ những mất mát của họ về tình yêu, về vẻ đẹp diễm kiều mà họ không thể nắm giữ được, để rồi cuối cùng đành xuôi tay theo định luật khắt khe của tạo hóa. Chỉ có một con người tuyệt vời đó là Đức Phật, Ngài đã biết, đã tỏ rõ nó nên Ngài nhẹ nhàng buông xả khi vạn vật bắt đầu có sự sống cho đến khi tàn lụi.|https://lh6.googleusercontent.com/-wBzw9MmsjvU/UmlVzH-APbI/AAAAAAAAAWA/oJ5BheHRArY/s195/phatphapungdung25102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Cu%20Va%20Moi%20Chi%20La%20Tuong%20Doi.mp3
905|Ý Nghĩa Thờ Cúng Và Lễ Phật - Thích Phước Tiến|Ý Nghĩa Thờ Cúng Và Lễ Phật - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2012|Trong gia đình, con cháu thờ di ảnh của ông bà, cha mẹ thường biểu lộ tình thương qua lòng hiếu thảo hơn là sự tri ân và tôn kình. Dân tộc thờ các vị anh hùng, biểu lộ sự tri ân và ngưỡng mộ hơn là thương nhớ và tôn kính. Là Phật tử, hiểu đức Phật và học đòi theo lời dạy của ngài, thờ Phật ít ra cũng đủ ba phương diện: tri ân, ngưỡng mộ và tôn kính. Qua bài giảng này chúng ta sẽ phần nào hiểu được về cách thờ cúng và lễ Phật.|https://lh4.googleusercontent.com/-_1J4HcwZ_3w/UmlWEsyA6TI/AAAAAAAAAWI/EqlFRVZ401M/s195/phatphapungdung25102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-YNghiaThoCungVaLePhat.mp4
906|Ý Nghĩa Thờ Cúng Và Lễ Phật - Thích Phước Tiến|Ý Nghĩa Thờ Cúng Và Lễ Phật - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2012|Trong gia đình, con cháu thờ di ảnh của ông bà, cha mẹ thường biểu lộ tình thương qua lòng hiếu thảo hơn là sự tri ân và tôn kình. Dân tộc thờ các vị anh hùng, biểu lộ sự tri ân và ngưỡng mộ hơn là thương nhớ và tôn kính. Là Phật tử, hiểu đức Phật và học đòi theo lời dạy của ngài, thờ Phật ít ra cũng đủ ba phương diện: tri ân, ngưỡng mộ và tôn kính. Qua bài giảng này chúng ta sẽ phần nào hiểu được về cách thờ cúng và lễ Phật.|https://lh4.googleusercontent.com/-_1J4HcwZ_3w/UmlWEsyA6TI/AAAAAAAAAWI/EqlFRVZ401M/s195/phatphapungdung25102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Y%20Nghia%20Tho%20Cung%20Va%20Le%20Phat.mp3
907|Ngũ Uẩn Pháp Tu Căn Bản (Five Skandhas - A Fundamental Practice) - Thích Phước Tiến|Ngũ Uẩn Pháp Tu Căn Bản (Five Skandhas - A Fundamental Practice) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2008|Theo định nghĩa, ngũ uẩn là một hợp thể thân tâm của mỗi chúng ta gồm sắc uẩn, thọ uẩn, tưởng uẩn, hành uẩn và thức uẩn. Ngũ uẩn là năm yếu tố hay năm nhóm kết hợp lại tạo thành con người, nói cách khác, con người là một hợp thể của năm yếu tố trên. Ngũ uẩn (5 uẩn) kết hợp với nhau một cách chặt chẽ nhịp nhàng tạo thành Bản ngã của chúng ta.|https://lh6.googleusercontent.com/-q0zmyYa9IwU/UmnZ1Z1_OSI/AAAAAAAAAWg/bSG48vGexD8/s195/phatphapungdung25102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-NguUan-PhapTuCanBan-Sub.mp4
908|Ngũ Uẩn Pháp Tu Căn Bản (Five Skandhas - A Fundamental Practice) - Thích Phước Tiến|Ngũ Uẩn Pháp Tu Căn Bản (Five Skandhas - A Fundamental Practice) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2008|Theo định nghĩa, ngũ uẩn là một hợp thể thân tâm của mỗi chúng ta gồm sắc uẩn, thọ uẩn, tưởng uẩn, hành uẩn và thức uẩn. Ngũ uẩn là năm yếu tố hay năm nhóm kết hợp lại tạo thành con người, nói cách khác, con người là một hợp thể của năm yếu tố trên. Ngũ uẩn (5 uẩn) kết hợp với nhau một cách chặt chẽ nhịp nhàng tạo thành Bản ngã của chúng ta.|https://lh6.googleusercontent.com/-q0zmyYa9IwU/UmnZ1Z1_OSI/AAAAAAAAAWg/bSG48vGexD8/s195/phatphapungdung25102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/Ngu%20Uan%20Phap%20Tu%20Can%20Ban.mp3
909|Hạnh Nguyện Bồ Tát Quan Thế Âm - Thích Phước Tiến|Hạnh Nguyện Bồ Tát Quan Thế Âm - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2009|Chính vì khổ ngiệp của chúng sanh đang vây khổn mà các đức Phật Thế tôn cùng các vị Bồ tát xuất hiện ra thế gian này, với hạnh nguyện đại từ, đại bi, ban vui cứu khổ cho mọi loài. Cùng ở trong hạnh nguyện đó, sự xuất hiện của Bồ tát Quán Thế Âm được các kinh công nhận là độc đáo nhất trong hạnh nguyện của các vị Bồ tát. Ngài đã chứng ngộ bằng âm thanh qua nhĩ căn viên thông, và lấy âm thanh là tiêu đích trong việc cứu khổ cứu nạn cho tất cả chúng sanh. Với danh hiệu Đại từ đại bi tầm thinh cứu khổ cứu nạn Quán Thế Âm Bồt tát, đã nói lên đầy đủ ý nghĩa hạnh nguyện đó.|https://lh5.googleusercontent.com/-trp86LolJFc/UmnaKQJKtKI/AAAAAAAAAWo/CIVviMFl1FQ/s195/phatphapungdung25102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-HanhNguyenBoTatQuanTheAm.mp4
